chunk,position,study_id,model_view,horizontal_flip,distance_from_starting_side,distance_nonzero
33,1,RSNA_23604,R-CC,YES,0.0,False
33,1,RSNA_23604,L-MLO,YES,0.0,False
33,1,RSNA_23604,R-MLO,YES,0.0,False
34,0,RSNA_23933,L-CC,YES,0.0,False
34,0,RSNA_23933,R-CC,YES,0.0,False
34,0,RSNA_23933,L-MLO,YES,0.0,False
34,0,RSNA_23933,R-MLO,YES,0.0,False
34,1,RSNA_24141,L-CC,YES,0.0,False
34,1,RSNA_24141,R-CC,YES,0.0,False
34,1,RSNA_24141,L-MLO,YES,0.0,False
34,1,RSNA_24141,R-MLO,YES,0.0,False
34,2,RSNA_24243,L-CC,YES,0.0,False
34,2,RSNA_24243,R-CC,YES,0.0,False
34,2,RSNA_24243,L-MLO,YES,0.0,False
34,2,RSNA_24243,R-MLO,YES,0.0,False
35,0,RSNA_24347,L-CC,YES,0.0,False
35,0,RSNA_24347,R-CC,YES,0.0,False
35,0,RSNA_24347,L-MLO,YES,0.0,False
35,0,RSNA_24347,R-MLO,YES,0.0,False
35,1,RSNA_2446,L-CC,YES,0.0,False
35,1,RSNA_2446,R-CC,YES,0.0,False
35,1,RSNA_2446,L-MLO,YES,0.0,False
35,1,RSNA_2446,R-MLO,YES,0.0,False
35,2,RSNA_2457,L-CC,YES,0.0,False
35,2,RSNA_2457,R-CC,YES,0.0,False
35,2,RSNA_2457,L-MLO,YES,0.0,False
35,2,RSNA_2457,R-MLO,YES,0.0,False
35,3,RSNA_24605,L-CC,YES,0.0,False
35,3,RSNA_24605,R-CC,YES,0.0,False
35,3,RSNA_24605,L-MLO,YES,0.0,False
35,3,RSNA_24605,R-MLO,YES,0.0,False
35,4,RSNA_24613,L-CC,YES,0.0,False
35,4,RSNA_24613,R-CC,YES,0.0,False
35,4,RSNA_24613,L-MLO,YES,0.0,False
35,4,RSNA_24613,R-MLO,YES,0.0,False
35,5,RSNA_24643,L-CC,YES,0.0,False
35,5,RSNA_24643,R-CC,YES,0.0,False
35,5,RSNA_24643,L-MLO,YES,0.0,False
35,5,RSNA_24643,R-MLO,YES,0.0,False
36,0,RSNA_24760,L-CC,YES,0.0,False
36,0,RSNA_24760,R-CC,YES,0.0,False
36,0,RSNA_24760,L-MLO,YES,0.0,False
36,0,RSNA_24760,R-MLO,YES,0.0,False
36,1,RSNA_24803,L-CC,YES,0.0,False
36,1,RSNA_24803,R-CC,YES,0.0,False
36,1,RSNA_24803,L-MLO,YES,0.0,False
36,1,RSNA_24803,R-MLO,YES,0.0,False
37,0,RSNA_2509,L-CC,YES,0.0,False
37,0,RSNA_2509,R-CC,YES,0.0,False
37,0,RSNA_2509,L-MLO,YES,0.0,False
37,0,RSNA_2509,R-MLO,YES,0.0,False
37,1,RSNA_25101,L-CC,YES,0.0,False
37,1,RSNA_25101,R-CC,YES,0.0,False
37,1,RSNA_25101,L-MLO,YES,0.0,False
37,1,RSNA_25101,R-MLO,YES,0.0,False
37,2,RSNA_2514,L-CC,YES,0.0,False
37,2,RSNA_2514,R-CC,YES,0.0,False
37,2,RSNA_2514,L-MLO,YES,0.0,False
37,2,RSNA_2514,R-MLO,YES,0.0,False
38,0,RSNA_25500,L-CC,YES,0.0,False
38,0,RSNA_25500,R-CC,YES,0.0,False
38,0,RSNA_25500,L-MLO,YES,0.0,False
38,0,RSNA_25500,R-MLO,YES,0.0,False
38,1,RSNA_25582,L-CC,YES,0.0,False
38,1,RSNA_25582,R-CC,YES,0.0,False
38,1,RSNA_25582,L-MLO,YES,0.0,False
38,1,RSNA_25582,R-MLO,YES,0.0,False
38,2,RSNA_25605,L-CC,YES,0.0,False
38,2,RSNA_25605,R-CC,YES,0.0,False
38,2,RSNA_25605,L-MLO,YES,0.0,False
38,2,RSNA_25605,R-MLO,YES,0.0,False
39,0,RSNA_25763,L-CC,YES,0.0,False
39,0,RSNA_25763,R-CC,YES,0.0,False
39,0,RSNA_25763,L-MLO,YES,0.0,False
39,0,RSNA_25763,R-MLO,YES,0.0,False
39,1,RSNA_26102,L-CC,YES,0.0,False
39,1,RSNA_26102,R-CC,YES,0.0,False
39,1,RSNA_26102,L-MLO,YES,0.0,False
39,1,RSNA_26102,R-MLO,YES,0.0,False
40,0,RSNA_26206,L-CC,YES,0.0,False
40,0,RSNA_26206,R-CC,YES,0.0,False
40,0,RSNA_26206,L-MLO,YES,0.0,False
40,0,RSNA_26206,R-MLO,YES,0.0,False
40,1,RSNA_26292,L-CC,YES,0.0,False
40,1,RSNA_26292,R-CC,YES,0.0,False
40,1,RSNA_26292,L-MLO,YES,0.0,False
40,1,RSNA_26292,R-MLO,YES,0.0,False
40,2,RSNA_26390,L-CC,YES,0.0,False
40,2,RSNA_26390,R-CC,YES,0.0,False
40,2,RSNA_26390,L-MLO,YES,0.0,False
40,2,RSNA_26390,R-MLO,YES,0.0,False
41,0,RSNA_26588,L-CC,YES,0.0,False
41,0,RSNA_26588,R-CC,YES,0.0,False
41,0,RSNA_26588,L-MLO,YES,0.0,False
41,0,RSNA_26588,R-MLO,YES,0.0,False
41,1,RSNA_26593,L-CC,YES,0.0,False
41,1,RSNA_26593,R-CC,YES,0.0,False
41,1,RSNA_26593,L-MLO,YES,0.0,False
41,1,RSNA_26593,R-MLO,YES,0.0,False
41,2,RSNA_26602,L-CC,YES,0.0,False
41,2,RSNA_26602,R-CC,YES,0.0,False
41,2,RSNA_26602,L-MLO,YES,0.0,False
41,2,RSNA_26602,R-MLO,YES,0.0,False
41,3,RSNA_26754,L-CC,YES,0.0,False
41,3,RSNA_26754,R-CC,YES,0.0,False
41,3,RSNA_26754,L-MLO,YES,0.0,False
41,3,RSNA_26754,R-MLO,YES,0.0,False
41,4,RSNA_2676,L-CC,YES,0.0,False
41,4,RSNA_2676,R-CC,YES,0.0,False
41,4,RSNA_2676,L-MLO,YES,0.0,False
41,4,RSNA_2676,R-MLO,YES,0.0,False
42,0,RSNA_26869,L-CC,YES,0.0,False
42,0,RSNA_26869,R-CC,YES,0.0,False
42,0,RSNA_26869,L-MLO,YES,0.0,False
42,0,RSNA_26869,R-MLO,YES,0.0,False
42,1,RSNA_26872,L-CC,YES,0.0,False
42,1,RSNA_26872,R-CC,YES,0.0,False
42,1,RSNA_26872,L-MLO,YES,0.0,False
42,1,RSNA_26872,R-MLO,YES,0.0,False
42,2,RSNA_26876,L-CC,YES,0.0,False
42,2,RSNA_26876,R-CC,YES,0.0,False
42,2,RSNA_26876,L-MLO,YES,0.0,False
42,2,RSNA_26876,R-MLO,YES,0.0,False
42,3,RSNA_27164,L-CC,YES,0.0,False
42,3,RSNA_27164,R-CC,YES,0.0,False
42,3,RSNA_27164,L-MLO,YES,0.0,False
42,3,RSNA_27164,R-MLO,YES,0.0,False
42,4,RSNA_27259,L-CC,YES,0.0,False
42,4,RSNA_27259,R-CC,YES,0.0,False
42,4,RSNA_27259,L-MLO,YES,0.0,False
42,4,RSNA_27259,R-MLO,YES,0.0,False
43,0,RSNA_27275,L-CC,YES,0.0,False
43,0,RSNA_27275,R-CC,YES,0.0,False
43,0,RSNA_27275,L-MLO,YES,0.0,False
43,0,RSNA_27275,R-MLO,YES,0.0,False
43,1,RSNA_27344,L-CC,YES,0.0,False
43,1,RSNA_27344,R-CC,YES,0.0,False
43,1,RSNA_27344,L-MLO,YES,0.0,False
43,1,RSNA_27344,R-MLO,YES,0.0,False
43,2,RSNA_27398,L-CC,YES,0.0,False
43,2,RSNA_27398,R-CC,YES,0.0,False
43,2,RSNA_27398,L-MLO,YES,0.0,False
43,2,RSNA_27398,R-MLO,YES,0.0,False
44,0,RSNA_27827,L-CC,YES,0.0,False
44,0,RSNA_27827,R-CC,YES,0.0,False
44,0,RSNA_27827,L-MLO,YES,0.0,False
44,0,RSNA_27827,R-MLO,YES,0.0,False
44,1,RSNA_27903,L-CC,YES,0.0,False
44,1,RSNA_27903,R-CC,YES,0.0,False
44,1,RSNA_27903,L-MLO,YES,0.0,False
44,1,RSNA_27903,R-MLO,YES,0.0,False
44,2,RSNA_27928,L-CC,YES,0.0,False
44,2,RSNA_27928,R-CC,YES,0.0,False
44,2,RSNA_27928,L-MLO,YES,0.0,False
44,2,RSNA_27928,R-MLO,YES,0.0,False
45,0,RSNA_28121,L-CC,YES,0.0,False
45,0,RSNA_28121,R-CC,YES,0.0,False
45,0,RSNA_28121,L-MLO,YES,0.0,False
45,0,RSNA_28121,R-MLO,YES,0.0,False
45,1,RSNA_28275,L-CC,YES,0.0,False
45,1,RSNA_28275,R-CC,YES,0.0,False
45,1,RSNA_28275,L-MLO,YES,0.0,False
45,1,RSNA_28275,R-MLO,YES,0.0,False
45,2,RSNA_28416,L-CC,YES,0.0,False
45,2,RSNA_28416,R-CC,YES,0.0,False
45,2,RSNA_28416,L-MLO,YES,0.0,False
45,2,RSNA_28416,R-MLO,YES,0.0,False
46,0,RSNA_28661,L-CC,YES,0.0,False
46,0,RSNA_28661,R-CC,YES,0.0,False
46,0,RSNA_28661,L-MLO,YES,0.0,False
46,0,RSNA_28661,R-MLO,YES,0.0,False
46,1,RSNA_28785,L-CC,YES,0.0,False
46,1,RSNA_28785,R-CC,YES,0.0,False
46,1,RSNA_28785,L-MLO,YES,0.0,False
46,1,RSNA_28785,R-MLO,YES,0.0,False
46,2,RSNA_28817,L-CC,YES,0.0,False
46,2,RSNA_28817,R-CC,YES,0.0,False
46,2,RSNA_28817,L-MLO,YES,0.0,False
46,2,RSNA_28817,R-MLO,YES,0.0,False
47,0,RSNA_28925,L-CC,YES,0.0,False
47,0,RSNA_28925,R-CC,YES,0.0,False
47,0,RSNA_28925,L-MLO,YES,0.0,False
47,0,RSNA_28925,R-MLO,YES,0.0,False
47,1,RSNA_29076,L-CC,YES,0.0,False
47,1,RSNA_29076,R-CC,YES,0.0,False
47,1,RSNA_29076,L-MLO,YES,0.0,False
47,1,RSNA_29076,R-MLO,YES,0.0,False
47,2,RSNA_29192,L-CC,YES,0.0,False
47,2,RSNA_29192,R-CC,YES,0.0,False
47,2,RSNA_29192,L-MLO,YES,0.0,False
47,2,RSNA_29192,R-MLO,YES,0.0,False
48,0,RSNA_29454,L-CC,YES,0.0,False
48,0,RSNA_29454,R-CC,YES,0.0,False
48,0,RSNA_29454,L-MLO,YES,0.0,False
48,0,RSNA_29454,R-MLO,YES,0.0,False
48,1,RSNA_29526,L-CC,YES,0.0,False
48,1,RSNA_29526,R-CC,YES,0.0,False
48,1,RSNA_29526,L-MLO,YES,0.0,False
48,1,RSNA_29526,R-MLO,YES,0.0,False
49,0,RSNA_30033,L-CC,YES,0.0,False
49,0,RSNA_30033,R-CC,YES,0.0,False
49,0,RSNA_30033,L-MLO,YES,0.0,False
49,0,RSNA_30033,R-MLO,YES,0.0,False
49,1,RSNA_30052,L-CC,YES,0.0,False
49,1,RSNA_30052,R-CC,YES,0.0,False
49,1,RSNA_30052,L-MLO,YES,0.0,False
49,1,RSNA_30052,R-MLO,YES,0.0,False
50,0,RSNA_30324,L-CC,YES,0.0,False
50,0,RSNA_30324,R-CC,YES,0.0,False
50,0,RSNA_30324,L-MLO,YES,0.0,False
50,0,RSNA_30324,R-MLO,YES,0.0,False
50,1,RSNA_30512,L-CC,YES,0.0,False
50,1,RSNA_30512,R-CC,YES,0.0,False
50,1,RSNA_30512,L-MLO,YES,0.0,False
50,1,RSNA_30512,R-MLO,YES,0.0,False
51,0,RSNA_3064,L-CC,YES,0.0,False
51,0,RSNA_3064,R-CC,YES,0.0,False
51,0,RSNA_3064,L-MLO,YES,0.0,False
51,0,RSNA_3064,R-MLO,YES,0.0,False
51,1,RSNA_30855,L-CC,YES,0.0,False
51,1,RSNA_30855,R-CC,YES,0.0,False
51,1,RSNA_30855,L-MLO,YES,0.0,False
51,1,RSNA_30855,R-MLO,YES,0.0,False
51,2,RSNA_30896,L-CC,YES,0.0,False
51,2,RSNA_30896,R-CC,YES,0.0,False
51,2,RSNA_30896,L-MLO,YES,0.0,False
51,2,RSNA_30896,R-MLO,YES,0.0,False
51,3,RSNA_31023,L-CC,YES,0.0,False
51,3,RSNA_31023,R-CC,YES,0.0,False
51,3,RSNA_31023,L-MLO,YES,0.0,False
51,3,RSNA_31023,R-MLO,YES,0.0,False
52,0,RSNA_31130,L-CC,YES,0.0,False
52,0,RSNA_31130,R-CC,YES,0.0,False
52,0,RSNA_31130,L-MLO,YES,0.0,False
52,0,RSNA_31130,R-MLO,YES,0.0,False
53,0,RSNA_31778,L-CC,YES,0.0,False
53,0,RSNA_31778,R-CC,YES,0.0,False
53,0,RSNA_31778,L-MLO,YES,0.0,False
53,0,RSNA_31778,R-MLO,YES,0.0,False
53,1,RSNA_31810,L-CC,YES,0.0,False
53,1,RSNA_31810,R-CC,YES,0.0,False
53,1,RSNA_31810,L-MLO,YES,0.0,False
53,1,RSNA_31810,R-MLO,YES,0.0,False
53,2,RSNA_31837,L-CC,YES,0.0,False
53,2,RSNA_31837,R-CC,YES,0.0,False
53,2,RSNA_31837,L-MLO,YES,0.0,False
53,2,RSNA_31837,R-MLO,YES,0.0,False
54,0,RSNA_31988,L-CC,YES,0.0,False
54,0,RSNA_31988,R-CC,YES,0.0,False
54,0,RSNA_31988,L-MLO,YES,0.0,False
54,0,RSNA_31988,R-MLO,YES,0.0,False
54,1,RSNA_32073,L-CC,YES,0.0,False
54,1,RSNA_32073,R-CC,YES,0.0,False
54,1,RSNA_32073,L-MLO,YES,0.0,False
54,1,RSNA_32073,R-MLO,YES,0.0,False
54,2,RSNA_32151,L-CC,YES,0.0,False
54,2,RSNA_32151,R-CC,YES,0.0,False
54,2,RSNA_32151,L-MLO,YES,0.0,False
54,2,RSNA_32151,R-MLO,YES,0.0,False
54,3,RSNA_32314,L-CC,YES,0.0,False
54,3,RSNA_32314,R-CC,YES,0.0,False
54,3,RSNA_32314,L-MLO,YES,0.0,False
54,3,RSNA_32314,R-MLO,YES,0.0,False
55,0,RSNA_32362,L-CC,YES,0.0,False
55,0,RSNA_32362,R-CC,YES,0.0,False
55,0,RSNA_32362,L-MLO,YES,0.0,False
55,0,RSNA_32362,R-MLO,YES,0.0,False
55,1,RSNA_32523,L-CC,YES,0.0,False
55,1,RSNA_32523,R-CC,YES,0.0,False
55,1,RSNA_32523,L-MLO,YES,0.0,False
55,1,RSNA_32523,R-MLO,YES,0.0,False
55,2,RSNA_3255,L-CC,YES,0.0,False
55,2,RSNA_3255,R-CC,YES,0.0,False
55,2,RSNA_3255,L-MLO,YES,0.0,False
55,2,RSNA_3255,R-MLO,YES,0.0,False
55,3,RSNA_32647,L-CC,YES,0.0,False
55,3,RSNA_32647,R-CC,YES,0.0,False
55,3,RSNA_32647,L-MLO,YES,0.0,False
55,3,RSNA_32647,R-MLO,YES,0.0,False
56,0,RSNA_32704,L-CC,YES,0.0,False
56,0,RSNA_32704,R-CC,YES,0.0,False
56,0,RSNA_32704,L-MLO,YES,0.0,False
56,0,RSNA_32704,R-MLO,YES,0.0,False
56,1,RSNA_32723,L-CC,YES,0.0,False
56,1,RSNA_32723,R-CC,YES,0.0,False
56,1,RSNA_32723,L-MLO,YES,0.0,False
56,1,RSNA_32723,R-MLO,YES,0.0,False
56,2,RSNA_32947,L-CC,YES,0.0,False
56,2,RSNA_32947,R-CC,YES,0.0,False
56,2,RSNA_32947,L-MLO,YES,0.0,False
56,2,RSNA_32947,R-MLO,YES,0.0,False
56,3,RSNA_33044,L-CC,YES,0.0,False
56,3,RSNA_33044,R-CC,YES,0.0,False
56,3,RSNA_33044,L-MLO,YES,0.0,False
56,3,RSNA_33044,R-MLO,YES,0.0,False
56,4,RSNA_33088,L-CC,YES,0.0,False
56,4,RSNA_33088,R-CC,YES,0.0,False
56,4,RSNA_33088,L-MLO,YES,0.0,False
56,4,RSNA_33088,R-MLO,YES,0.0,False
57,0,RSNA_33117,L-CC,YES,0.0,False
57,0,RSNA_33117,R-CC,YES,0.0,False
57,0,RSNA_33117,L-MLO,YES,0.0,False
57,0,RSNA_33117,R-MLO,YES,0.0,False
57,1,RSNA_33301,L-CC,YES,0.0,False
57,1,RSNA_33301,R-CC,YES,0.0,False
57,1,RSNA_33301,L-MLO,YES,0.0,False
57,1,RSNA_33301,R-MLO,YES,0.0,False
57,2,RSNA_33426,L-CC,YES,0.0,False
57,2,RSNA_33426,R-CC,YES,0.0,False
57,2,RSNA_33426,L-MLO,YES,0.0,False
57,2,RSNA_33426,R-MLO,YES,0.0,False
58,0,RSNA_33508,L-CC,YES,0.0,False
58,0,RSNA_33508,R-CC,YES,0.0,False
58,0,RSNA_33508,L-MLO,YES,0.0,False
58,0,RSNA_33508,R-MLO,YES,0.0,False
58,1,RSNA_33719,L-CC,YES,0.0,False
58,1,RSNA_33719,R-CC,YES,0.0,False
58,1,RSNA_33719,L-MLO,YES,0.0,False
58,1,RSNA_33719,R-MLO,YES,0.0,False
58,2,RSNA_33843,L-CC,YES,0.0,False
58,2,RSNA_33843,R-CC,YES,0.0,False
58,2,RSNA_33843,L-MLO,YES,0.0,False
58,2,RSNA_33843,R-MLO,YES,0.0,False
59,0,RSNA_33961,L-CC,YES,0.0,False
59,0,RSNA_33961,R-CC,YES,0.0,False
59,0,RSNA_33961,L-MLO,YES,0.0,False
59,0,RSNA_33961,R-MLO,YES,0.0,False
59,1,RSNA_34028,L-CC,YES,0.0,False
59,1,RSNA_34028,R-CC,YES,0.0,False
59,1,RSNA_34028,L-MLO,YES,0.0,False
59,1,RSNA_34028,R-MLO,YES,0.0,False
59,2,RSNA_34178,L-CC,YES,0.0,False
59,2,RSNA_34178,R-CC,YES,0.0,False
59,2,RSNA_34178,L-MLO,YES,0.0,False
59,2,RSNA_34178,R-MLO,YES,0.0,False
59,3,RSNA_34225,L-CC,YES,0.0,False
59,3,RSNA_34225,R-CC,YES,0.0,False
59,3,RSNA_34225,L-MLO,YES,0.0,False
59,3,RSNA_34225,R-MLO,YES,0.0,False
60,0,RSNA_34279,L-CC,YES,0.0,False
60,0,RSNA_34279,R-CC,YES,0.0,False
60,0,RSNA_34279,L-MLO,YES,0.0,False
60,0,RSNA_34279,R-MLO,YES,0.0,False
60,1,RSNA_3434,L-CC,YES,0.0,False
60,1,RSNA_3434,R-CC,YES,0.0,False
60,1,RSNA_3434,L-MLO,YES,0.0,False
60,1,RSNA_3434,R-MLO,YES,0.0,False
60,2,RSNA_34428,L-CC,YES,0.0,False
60,2,RSNA_34428,R-CC,YES,0.0,False
60,2,RSNA_34428,L-MLO,YES,0.0,False
60,2,RSNA_34428,R-MLO,YES,0.0,False
60,3,RSNA_34534,L-CC,YES,0.0,False
60,3,RSNA_34534,R-CC,YES,0.0,False
60,3,RSNA_34534,L-MLO,YES,0.0,False
60,3,RSNA_34534,R-MLO,YES,0.0,False
60,4,RSNA_34667,L-CC,YES,0.0,False
60,4,RSNA_34667,R-CC,YES,0.0,False
60,4,RSNA_34667,L-MLO,YES,0.0,False
60,4,RSNA_34667,R-MLO,YES,0.0,False
60,5,RSNA_34708,L-CC,YES,0.0,False
60,5,RSNA_34708,R-CC,YES,0.0,False
60,5,RSNA_34708,L-MLO,YES,0.0,False
60,5,RSNA_34708,R-MLO,YES,0.0,False
61,0,RSNA_34824,L-CC,YES,0.0,False
61,0,RSNA_34824,R-CC,YES,0.0,False
61,0,RSNA_34824,L-MLO,YES,0.0,False
61,0,RSNA_34824,R-MLO,YES,0.0,False
61,1,RSNA_35014,L-CC,YES,0.0,False
61,1,RSNA_35014,R-CC,YES,0.0,False
61,1,RSNA_35014,L-MLO,YES,0.0,False
61,1,RSNA_35014,R-MLO,YES,0.0,False
61,2,RSNA_35177,L-CC,YES,0.0,False
61,2,RSNA_35177,R-CC,YES,0.0,False
61,2,RSNA_35177,L-MLO,YES,0.0,False
61,2,RSNA_35177,R-MLO,YES,0.0,False
61,3,RSNA_35180,L-CC,YES,0.0,False
61,3,RSNA_35180,R-CC,YES,0.0,False
61,3,RSNA_35180,L-MLO,YES,0.0,False
61,3,RSNA_35180,R-MLO,YES,0.0,False
62,0,RSNA_35361,L-CC,YES,0.0,False
62,0,RSNA_35361,R-CC,YES,0.0,False
62,0,RSNA_35361,L-MLO,YES,0.0,False
62,0,RSNA_35361,R-MLO,YES,0.0,False
62,1,RSNA_35368,L-CC,YES,0.0,False
62,1,RSNA_35368,R-CC,YES,0.0,False
62,1,RSNA_35368,L-MLO,YES,0.0,False
62,1,RSNA_35368,R-MLO,YES,0.0,False
62,2,RSNA_35370,L-CC,YES,0.0,False
62,2,RSNA_35370,R-CC,YES,0.0,False
62,2,RSNA_35370,L-MLO,YES,0.0,False
62,2,RSNA_35370,R-MLO,YES,0.0,False
62,3,RSNA_35520,L-CC,YES,0.0,False
62,3,RSNA_35520,R-CC,YES,0.0,False
62,3,RSNA_35520,L-MLO,YES,0.0,False
62,3,RSNA_35520,R-MLO,YES,0.0,False
62,4,RSNA_35693,L-CC,YES,0.0,False
62,4,RSNA_35693,R-CC,YES,0.0,False
62,4,RSNA_35693,L-MLO,YES,0.0,False
62,4,RSNA_35693,R-MLO,YES,0.0,False
63,0,RSNA_35927,L-CC,YES,0.0,False
63,0,RSNA_35927,R-CC,YES,0.0,False
63,0,RSNA_35927,L-MLO,YES,0.0,False
63,0,RSNA_35927,R-MLO,YES,0.0,False
63,1,RSNA_35997,L-CC,YES,0.0,False
63,1,RSNA_35997,R-CC,YES,0.0,False
63,1,RSNA_35997,L-MLO,YES,0.0,False
63,1,RSNA_35997,R-MLO,YES,0.0,False
63,2,RSNA_36077,L-CC,YES,0.0,False
63,2,RSNA_36077,R-CC,YES,0.0,False
63,2,RSNA_36077,L-MLO,YES,0.0,False
63,2,RSNA_36077,R-MLO,YES,0.0,False
64,0,RSNA_3625,L-CC,YES,0.0,False
64,0,RSNA_3625,R-CC,YES,0.0,False
64,0,RSNA_3625,L-MLO,YES,0.0,False
64,0,RSNA_3625,R-MLO,YES,0.0,False
64,1,RSNA_36254,L-CC,YES,0.0,False
64,1,RSNA_36254,R-CC,YES,0.0,False
64,1,RSNA_36254,L-MLO,YES,0.0,False
64,1,RSNA_36254,R-MLO,YES,0.0,False
64,2,RSNA_36310,L-CC,YES,0.0,False
64,2,RSNA_36310,R-CC,YES,0.0,False
64,2,RSNA_36310,L-MLO,YES,0.0,False
64,2,RSNA_36310,R-MLO,YES,0.0,False
64,3,RSNA_36516,L-CC,YES,0.0,False
64,3,RSNA_36516,R-CC,YES,0.0,False
64,3,RSNA_36516,L-MLO,YES,0.0,False
64,3,RSNA_36516,R-MLO,YES,0.0,False
65,0,RSNA_36769,L-CC,YES,0.0,False
65,0,RSNA_36769,R-CC,YES,0.0,False
65,0,RSNA_36769,L-MLO,YES,0.0,False
65,0,RSNA_36769,R-MLO,YES,0.0,False
66,0,RSNA_37051,L-CC,YES,0.0,False
66,0,RSNA_37051,R-CC,YES,0.0,False
66,0,RSNA_37051,L-MLO,YES,0.0,False
66,0,RSNA_37051,R-MLO,YES,0.0,False
66,1,RSNA_37243,L-CC,YES,0.0,False
66,1,RSNA_37243,R-CC,YES,0.0,False
66,1,RSNA_37243,L-MLO,YES,0.0,False
66,1,RSNA_37243,R-MLO,YES,0.0,False
66,2,RSNA_37273,L-CC,YES,0.0,False
66,2,RSNA_37273,R-CC,YES,0.0,False
66,2,RSNA_37273,L-MLO,YES,0.0,False
66,2,RSNA_37273,R-MLO,YES,0.0,False
66,3,RSNA_37369,L-CC,YES,0.0,False
66,3,RSNA_37369,R-CC,YES,0.0,False
66,3,RSNA_37369,L-MLO,YES,0.0,False
66,3,RSNA_37369,R-MLO,YES,0.0,False
67,0,RSNA_37416,L-CC,YES,0.0,False
67,0,RSNA_37416,R-CC,YES,0.0,False
67,0,RSNA_37416,L-MLO,YES,0.0,False
67,0,RSNA_37416,R-MLO,YES,0.0,False
67,1,RSNA_37458,L-CC,YES,0.0,False
67,1,RSNA_37458,R-CC,YES,0.0,False
67,1,RSNA_37458,L-MLO,YES,0.0,False
67,1,RSNA_37458,R-MLO,YES,0.0,False
67,2,RSNA_37484,L-CC,YES,0.0,False
67,2,RSNA_37484,R-CC,YES,0.0,False
67,2,RSNA_37484,L-MLO,YES,0.0,False
67,2,RSNA_37484,R-MLO,YES,0.0,False
67,3,RSNA_37721,L-CC,YES,0.0,False
67,3,RSNA_37721,R-CC,YES,0.0,False
67,3,RSNA_37721,L-MLO,YES,0.0,False
67,3,RSNA_37721,R-MLO,YES,0.0,False
67,4,RSNA_37808,L-CC,YES,0.0,False
67,4,RSNA_37808,R-CC,YES,0.0,False
67,4,RSNA_37808,L-MLO,YES,0.0,False
67,4,RSNA_37808,R-MLO,YES,0.0,False
67,5,RSNA_37836,L-CC,YES,0.0,False
67,5,RSNA_37836,R-CC,YES,0.0,False
67,5,RSNA_37836,L-MLO,YES,0.0,False
67,5,RSNA_37836,R-MLO,YES,0.0,False
67,6,RSNA_37931,L-CC,YES,0.0,False
67,6,RSNA_37931,R-CC,YES,0.0,False
67,6,RSNA_37931,L-MLO,YES,0.0,False
67,6,RSNA_37931,R-MLO,YES,0.0,False
68,0,RSNA_38139,L-CC,YES,0.0,False
68,0,RSNA_38139,R-CC,YES,0.0,False
68,0,RSNA_38139,L-MLO,YES,0.0,False
68,0,RSNA_38139,R-MLO,YES,0.0,False
68,1,RSNA_38342,L-CC,YES,0.0,False
68,1,RSNA_38342,R-CC,YES,0.0,False
68,1,RSNA_38342,L-MLO,YES,0.0,False
68,1,RSNA_38342,R-MLO,YES,0.0,False
68,2,RSNA_38427,L-CC,YES,0.0,False
68,2,RSNA_38427,R-CC,YES,0.0,False
68,2,RSNA_38427,L-MLO,YES,0.0,False
68,2,RSNA_38427,R-MLO,YES,0.0,False
69,0,RSNA_38535,L-CC,YES,0.0,False
69,0,RSNA_38535,R-CC,YES,0.0,False
69,0,RSNA_38535,L-MLO,YES,0.0,False
69,0,RSNA_38535,R-MLO,YES,0.0,False
69,1,RSNA_38571,L-CC,YES,0.0,False
69,1,RSNA_38571,R-CC,YES,0.0,False
69,1,RSNA_38571,L-MLO,YES,0.0,False
69,1,RSNA_38571,R-MLO,YES,0.0,False
69,2,RSNA_38647,L-CC,YES,0.0,False
69,2,RSNA_38647,R-CC,YES,0.0,False
69,2,RSNA_38647,L-MLO,YES,0.0,False
69,2,RSNA_38647,R-MLO,YES,0.0,False
69,3,RSNA_38669,L-CC,YES,0.0,False
69,3,RSNA_38669,R-CC,YES,0.0,False
69,3,RSNA_38669,L-MLO,YES,0.0,False
69,3,RSNA_38669,R-MLO,YES,0.0,False
70,0,RSNA_38848,L-CC,YES,0.0,False
70,0,RSNA_38848,R-CC,YES,0.0,False
70,0,RSNA_38848,L-MLO,YES,0.0,False
70,0,RSNA_38848,R-MLO,YES,0.0,False
70,1,RSNA_38976,L-CC,YES,0.0,False
70,1,RSNA_38976,R-CC,YES,0.0,False
70,1,RSNA_38976,L-MLO,YES,0.0,False
70,1,RSNA_38976,R-MLO,YES,0.0,False
70,2,RSNA_39037,L-CC,YES,0.0,False
70,2,RSNA_39037,R-CC,YES,0.0,False
70,2,RSNA_39037,L-MLO,YES,0.0,False
70,2,RSNA_39037,R-MLO,YES,0.0,False
71,0,RSNA_39209,L-CC,YES,0.0,False
71,0,RSNA_39209,R-CC,YES,0.0,False
71,0,RSNA_39209,L-MLO,YES,0.0,False
71,0,RSNA_39209,R-MLO,YES,0.0,False
71,1,RSNA_3921,L-CC,YES,0.0,False
71,1,RSNA_3921,R-CC,YES,0.0,False
71,1,RSNA_3921,L-MLO,YES,0.0,False
71,1,RSNA_3921,R-MLO,YES,0.0,False
71,2,RSNA_39401,L-CC,YES,0.0,False
71,2,RSNA_39401,R-CC,YES,0.0,False
71,2,RSNA_39401,L-MLO,YES,0.0,False
