chunk,position,study_id,model_view,original_horizontal_flip,original_distance_from_starting_side,original_distance_nonzero,counterfactual_horizontal_flip,counterfactual_distance_from_starting_side,counterfactual_distance_nonzero
39,9,RSNA_25909,L-MLO,NO,0.0,False,,,
39,9,RSNA_25909,R-MLO,NO,0.0,False,,,
39,10,RSNA_25948,L-CC,NO,0.0,False,,,
39,10,RSNA_25948,R-CC,NO,0.0,False,,,
39,10,RSNA_25948,L-MLO,NO,0.0,False,,,
39,10,RSNA_25948,R-MLO,NO,0.0,False,,,
39,11,RSNA_25953,L-CC,NO,0.0,False,,,
39,11,RSNA_25953,R-CC,NO,0.0,False,,,
39,11,RSNA_25953,L-MLO,NO,0.0,False,,,
39,11,RSNA_25953,R-MLO,NO,0.0,False,,,
39,12,RSNA_25989,L-CC,NO,0.0,False,,,
39,12,RSNA_25989,R-CC,NO,0.0,False,,,
39,12,RSNA_25989,L-MLO,NO,0.0,False,,,
39,12,RSNA_25989,R-MLO,NO,0.0,False,,,
39,13,RSNA_2599,L-CC,NO,0.0,False,,,
39,13,RSNA_2599,R-CC,NO,0.0,False,,,
39,13,RSNA_2599,L-MLO,NO,0.0,False,,,
39,13,RSNA_2599,R-MLO,NO,0.0,False,,,
39,14,RSNA_260,L-CC,NO,0.0,False,,,
39,14,RSNA_260,R-CC,NO,0.0,False,,,
39,14,RSNA_260,L-MLO,NO,0.0,False,,,
39,14,RSNA_260,R-MLO,NO,0.0,False,,,
39,15,RSNA_26006,L-CC,NO,0.0,False,,,
39,15,RSNA_26006,R-CC,NO,0.0,False,,,
39,15,RSNA_26006,L-MLO,NO,0.0,False,,,
39,15,RSNA_26006,R-MLO,NO,0.0,False,,,
39,16,RSNA_26062,L-CC,NO,0.0,False,,,
39,16,RSNA_26062,R-CC,NO,0.0,False,,,
39,16,RSNA_26062,L-MLO,NO,0.0,False,,,
39,16,RSNA_26062,R-MLO,NO,0.0,False,,,
39,17,RSNA_26064,L-CC,NO,0.0,False,,,
39,17,RSNA_26064,R-CC,NO,0.0,False,,,
39,17,RSNA_26064,L-MLO,NO,0.0,False,,,
39,17,RSNA_26064,R-MLO,NO,0.0,False,,,
39,18,RSNA_26085,L-CC,NO,0.0,False,,,
39,18,RSNA_26085,R-CC,NO,0.0,False,,,
39,18,RSNA_26085,L-MLO,NO,0.0,False,,,
39,18,RSNA_26085,R-MLO,NO,0.0,False,,,
39,19,RSNA_26102,L-CC,NO,1985.0,True,YES,0.0,False
39,19,RSNA_26102,R-CC,NO,1983.0,True,YES,0.0,False
39,19,RSNA_26102,L-MLO,NO,1641.0,True,YES,0.0,False
39,19,RSNA_26102,R-MLO,NO,1824.0,True,YES,0.0,False
39,20,RSNA_2612,L-CC,NO,0.0,False,,,
39,20,RSNA_2612,R-CC,NO,0.0,False,,,
39,20,RSNA_2612,L-MLO,NO,0.0,False,,,
39,20,RSNA_2612,R-MLO,NO,0.0,False,,,
39,21,RSNA_26123,L-CC,NO,0.0,False,,,
39,21,RSNA_26123,R-CC,NO,0.0,False,,,
39,21,RSNA_26123,L-MLO,NO,0.0,False,,,
39,21,RSNA_26123,R-MLO,NO,0.0,False,,,
39,22,RSNA_2613,L-CC,NO,0.0,False,,,
39,22,RSNA_2613,R-CC,NO,0.0,False,,,
39,22,RSNA_2613,L-MLO,NO,0.0,False,,,
39,22,RSNA_2613,R-MLO,NO,0.0,False,,,
39,23,RSNA_26180,L-CC,NO,0.0,False,,,
39,23,RSNA_26180,R-CC,NO,0.0,False,,,
39,23,RSNA_26180,L-MLO,NO,0.0,False,,,
39,23,RSNA_26180,R-MLO,NO,0.0,False,,,
39,24,RSNA_262,L-CC,NO,0.0,False,,,
39,24,RSNA_262,R-CC,NO,0.0,False,,,
39,24,RSNA_262,L-MLO,NO,0.0,False,,,
39,24,RSNA_262,R-MLO,NO,0.0,False,,,
40,0,RSNA_26201,L-CC,NO,0.0,False,,,
40,0,RSNA_26201,R-CC,NO,0.0,False,,,
40,0,RSNA_26201,L-MLO,NO,0.0,False,,,
40,0,RSNA_26201,R-MLO,NO,0.0,False,,,
40,1,RSNA_26204,L-CC,NO,0.0,False,,,
40,1,RSNA_26204,R-CC,NO,0.0,False,,,
40,1,RSNA_26204,L-MLO,NO,0.0,False,,,
40,1,RSNA_26204,R-MLO,NO,0.0,False,,,
40,2,RSNA_26206,L-CC,NO,1350.0,True,YES,0.0,False
40,2,RSNA_26206,R-CC,NO,1312.0,True,YES,0.0,False
40,2,RSNA_26206,L-MLO,NO,1267.0,True,YES,0.0,False
40,2,RSNA_26206,R-MLO,NO,1259.0,True,YES,0.0,False
40,3,RSNA_26219,L-CC,NO,0.0,False,,,
40,3,RSNA_26219,R-CC,NO,0.0,False,,,
40,3,RSNA_26219,L-MLO,NO,0.0,False,,,
40,3,RSNA_26219,R-MLO,NO,0.0,False,,,
40,4,RSNA_26223,L-CC,NO,0.0,False,,,
40,4,RSNA_26223,R-CC,NO,0.0,False,,,
40,4,RSNA_26223,L-MLO,NO,0.0,False,,,
40,4,RSNA_26223,R-MLO,NO,0.0,False,,,
40,5,RSNA_26235,L-CC,NO,0.0,False,,,
40,5,RSNA_26235,R-CC,NO,0.0,False,,,
40,5,RSNA_26235,L-MLO,NO,0.0,False,,,
40,5,RSNA_26235,R-MLO,NO,0.0,False,,,
40,6,RSNA_26242,L-CC,NO,0.0,False,,,
40,6,RSNA_26242,R-CC,NO,0.0,False,,,
40,6,RSNA_26242,L-MLO,NO,0.0,False,,,
40,6,RSNA_26242,R-MLO,NO,0.0,False,,,
40,7,RSNA_26255,L-CC,NO,0.0,False,,,
40,7,RSNA_26255,R-CC,NO,0.0,False,,,
40,7,RSNA_26255,L-MLO,NO,0.0,False,,,
40,7,RSNA_26255,R-MLO,NO,0.0,False,,,
40,8,RSNA_26273,L-CC,NO,0.0,False,,,
40,8,RSNA_26273,R-CC,NO,0.0,False,,,
40,8,RSNA_26273,L-MLO,NO,0.0,False,,,
40,8,RSNA_26273,R-MLO,NO,0.0,False,,,
40,9,RSNA_26277,L-CC,NO,0.0,False,,,
40,9,RSNA_26277,R-CC,NO,0.0,False,,,
40,9,RSNA_26277,L-MLO,NO,0.0,False,,,
40,9,RSNA_26277,R-MLO,NO,0.0,False,,,
40,10,RSNA_26284,L-CC,NO,0.0,False,,,
40,10,RSNA_26284,R-CC,NO,0.0,False,,,
40,10,RSNA_26284,L-MLO,NO,0.0,False,,,
40,10,RSNA_26284,R-MLO,NO,0.0,False,,,
40,11,RSNA_26292,L-CC,NO,1194.0,True,YES,0.0,False
40,11,RSNA_26292,R-CC,NO,1279.0,True,YES,0.0,False
40,11,RSNA_26292,L-MLO,NO,1048.0,True,YES,0.0,False
40,11,RSNA_26292,R-MLO,NO,982.0,True,YES,0.0,False
40,12,RSNA_26330,L-CC,NO,0.0,False,,,
40,12,RSNA_26330,R-CC,NO,0.0,False,,,
40,12,RSNA_26330,L-MLO,NO,0.0,False,,,
40,12,RSNA_26330,R-MLO,NO,0.0,False,,,
40,13,RSNA_26344,L-CC,NO,0.0,False,,,
40,13,RSNA_26344,R-CC,NO,0.0,False,,,
40,13,RSNA_26344,L-MLO,NO,0.0,False,,,
40,13,RSNA_26344,R-MLO,NO,0.0,False,,,
40,14,RSNA_26356,L-CC,NO,0.0,False,,,
40,14,RSNA_26356,R-CC,NO,0.0,False,,,
40,14,RSNA_26356,L-MLO,NO,0.0,False,,,
40,14,RSNA_26356,R-MLO,NO,0.0,False,,,
40,15,RSNA_26368,L-CC,NO,0.0,False,,,
40,15,RSNA_26368,R-CC,NO,0.0,False,,,
40,15,RSNA_26368,L-MLO,NO,0.0,False,,,
40,15,RSNA_26368,R-MLO,NO,0.0,False,,,
40,16,RSNA_26371,L-CC,NO,0.0,False,,,
40,16,RSNA_26371,R-CC,NO,0.0,False,,,
40,16,RSNA_26371,L-MLO,NO,0.0,False,,,
40,16,RSNA_26371,R-MLO,NO,0.0,False,,,
40,17,RSNA_26374,L-CC,NO,0.0,False,,,
40,17,RSNA_26374,R-CC,NO,0.0,False,,,
40,17,RSNA_26374,L-MLO,NO,0.0,False,,,
40,17,RSNA_26374,R-MLO,NO,0.0,False,,,
40,18,RSNA_2638,L-CC,NO,0.0,False,,,
40,18,RSNA_2638,R-CC,NO,0.0,False,,,
40,18,RSNA_2638,L-MLO,NO,0.0,False,,,
40,18,RSNA_2638,R-MLO,NO,0.0,False,,,
40,19,RSNA_26390,L-CC,NO,1156.0,True,YES,0.0,False
40,19,RSNA_26390,R-CC,NO,1702.0,True,YES,0.0,False
40,19,RSNA_26390,L-MLO,NO,1853.0,True,YES,0.0,False
40,19,RSNA_26390,R-MLO,NO,1593.0,True,YES,0.0,False
40,20,RSNA_2641,L-CC,NO,0.0,False,,,
40,20,RSNA_2641,R-CC,NO,0.0,False,,,
40,20,RSNA_2641,L-MLO,NO,0.0,False,,,
40,20,RSNA_2641,R-MLO,NO,0.0,False,,,
40,21,RSNA_26435,L-CC,NO,0.0,False,,,
40,21,RSNA_26435,R-CC,NO,0.0,False,,,
40,21,RSNA_26435,L-MLO,NO,0.0,False,,,
40,21,RSNA_26435,R-MLO,NO,0.0,False,,,
40,22,RSNA_26468,L-CC,NO,0.0,False,,,
40,22,RSNA_26468,R-CC,NO,0.0,False,,,
40,22,RSNA_26468,L-MLO,NO,0.0,False,,,
40,22,RSNA_26468,R-MLO,NO,0.0,False,,,
40,23,RSNA_26479,L-CC,NO,0.0,False,,,
40,23,RSNA_26479,R-CC,NO,0.0,False,,,
40,23,RSNA_26479,L-MLO,NO,0.0,False,,,
40,23,RSNA_26479,R-MLO,NO,0.0,False,,,
40,24,RSNA_26545,L-CC,NO,0.0,False,,,
40,24,RSNA_26545,R-CC,NO,0.0,False,,,
40,24,RSNA_26545,L-MLO,NO,0.0,False,,,
40,24,RSNA_26545,R-MLO,NO,0.0,False,,,
41,0,RSNA_26549,L-CC,NO,0.0,False,,,
41,0,RSNA_26549,R-CC,NO,743.0,True,,,
41,0,RSNA_26549,L-MLO,NO,0.0,False,,,
41,0,RSNA_26549,R-MLO,NO,563.0,True,,,
41,1,RSNA_26588,L-CC,NO,1395.0,True,YES,0.0,False
41,1,RSNA_26588,R-CC,NO,1433.0,True,YES,0.0,False
41,1,RSNA_26588,L-MLO,NO,1287.0,True,YES,0.0,False
41,1,RSNA_26588,R-MLO,NO,1414.0,True,YES,0.0,False
41,2,RSNA_26593,L-CC,NO,1180.0,True,YES,0.0,False
41,2,RSNA_26593,R-CC,NO,1232.0,True,YES,0.0,False
41,2,RSNA_26593,L-MLO,NO,947.0,True,YES,0.0,False
41,2,RSNA_26593,R-MLO,NO,1032.0,True,YES,0.0,False
41,3,RSNA_26602,L-CC,NO,1951.0,True,YES,0.0,False
41,3,RSNA_26602,R-CC,NO,1626.0,True,YES,0.0,False
41,3,RSNA_26602,L-MLO,NO,1367.0,True,YES,0.0,False
41,3,RSNA_26602,R-MLO,NO,1372.0,True,YES,0.0,False
41,4,RSNA_2663,L-CC,NO,0.0,False,,,
41,4,RSNA_2663,R-CC,NO,0.0,False,,,
41,4,RSNA_2663,L-MLO,NO,0.0,False,,,
41,4,RSNA_2663,R-MLO,NO,0.0,False,,,
41,5,RSNA_26639,L-CC,NO,0.0,False,,,
41,5,RSNA_26639,R-CC,NO,0.0,False,,,
41,5,RSNA_26639,L-MLO,NO,0.0,False,,,
41,5,RSNA_26639,R-MLO,NO,0.0,False,,,
41,6,RSNA_26644,L-CC,NO,0.0,False,,,
41,6,RSNA_26644,R-CC,NO,0.0,False,,,
41,6,RSNA_26644,L-MLO,NO,0.0,False,,,
41,6,RSNA_26644,R-MLO,NO,0.0,False,,,
41,7,RSNA_26657,L-CC,NO,0.0,False,,,
41,7,RSNA_26657,R-CC,NO,0.0,False,,,
41,7,RSNA_26657,L-MLO,NO,0.0,False,,,
41,7,RSNA_26657,R-MLO,NO,0.0,False,,,
41,8,RSNA_26670,L-CC,NO,0.0,False,,,
41,8,RSNA_26670,R-CC,NO,0.0,False,,,
41,8,RSNA_26670,L-MLO,NO,0.0,False,,,
41,8,RSNA_26670,R-MLO,NO,0.0,False,,,
41,9,RSNA_26690,L-CC,NO,0.0,False,,,
41,9,RSNA_26690,R-CC,NO,0.0,False,,,
41,9,RSNA_26690,L-MLO,NO,0.0,False,,,
41,9,RSNA_26690,R-MLO,NO,0.0,False,,,
41,10,RSNA_26694,L-CC,NO,0.0,False,,,
41,10,RSNA_26694,R-CC,NO,0.0,False,,,
41,10,RSNA_26694,L-MLO,NO,0.0,False,,,
41,10,RSNA_26694,R-MLO,NO,0.0,False,,,
41,11,RSNA_2671,L-CC,NO,0.0,False,,,
41,11,RSNA_2671,R-CC,NO,0.0,False,,,
41,11,RSNA_2671,L-MLO,NO,0.0,False,,,
41,11,RSNA_2671,R-MLO,NO,0.0,False,,,
41,12,RSNA_26713,L-CC,NO,0.0,False,,,
41,12,RSNA_26713,R-CC,NO,0.0,False,,,
41,12,RSNA_26713,L-MLO,NO,0.0,False,,,
41,12,RSNA_26713,R-MLO,NO,0.0,False,,,
41,13,RSNA_2673,L-CC,NO,0.0,False,,,
41,13,RSNA_2673,R-CC,NO,0.0,False,,,
41,13,RSNA_2673,L-MLO,NO,0.0,False,,,
41,13,RSNA_2673,R-MLO,NO,0.0,False,,,
41,14,RSNA_26736,L-CC,NO,0.0,False,,,
41,14,RSNA_26736,R-CC,NO,0.0,False,,,
41,14,RSNA_26736,L-MLO,NO,0.0,False,,,
41,14,RSNA_26736,R-MLO,NO,0.0,False,,,
41,15,RSNA_26737,L-CC,NO,0.0,False,,,
41,15,RSNA_26737,R-CC,NO,0.0,False,,,
41,15,RSNA_26737,L-MLO,NO,0.0,False,,,
41,15,RSNA_26737,R-MLO,NO,0.0,False,,,
41,16,RSNA_26745,L-CC,NO,0.0,False,,,
41,16,RSNA_26745,R-CC,NO,0.0,False,,,
41,16,RSNA_26745,L-MLO,NO,0.0,False,,,
41,16,RSNA_26745,R-MLO,NO,0.0,False,,,
41,17,RSNA_26754,L-CC,NO,1392.0,True,YES,0.0,False
41,17,RSNA_26754,R-CC,NO,1589.0,True,YES,0.0,False
41,17,RSNA_26754,L-MLO,NO,1241.0,True,YES,0.0,False
41,17,RSNA_26754,R-MLO,NO,1530.0,True,YES,0.0,False
41,18,RSNA_2676,L-CC,NO,1797.0,True,YES,0.0,False
41,18,RSNA_2676,R-CC,NO,1850.0,True,YES,0.0,False
41,18,RSNA_2676,L-MLO,NO,1659.0,True,YES,0.0,False
41,18,RSNA_2676,R-MLO,NO,1734.0,True,YES,0.0,False
41,19,RSNA_26782,L-CC,NO,0.0,False,,,
41,19,RSNA_26782,R-CC,NO,0.0,False,,,
41,19,RSNA_26782,L-MLO,NO,0.0,False,,,
41,19,RSNA_26782,R-MLO,NO,0.0,False,,,
41,20,RSNA_26796,L-CC,NO,0.0,False,,,
41,20,RSNA_26796,R-CC,NO,0.0,False,,,
41,20,RSNA_26796,L-MLO,NO,0.0,False,,,
41,20,RSNA_26796,R-MLO,NO,0.0,False,,,
41,21,RSNA_26802,L-CC,NO,0.0,False,,,
41,21,RSNA_26802,R-CC,NO,0.0,False,,,
41,21,RSNA_26802,L-MLO,NO,0.0,False,,,
41,21,RSNA_26802,R-MLO,NO,0.0,False,,,
41,22,RSNA_26832,L-CC,NO,0.0,False,,,
41,22,RSNA_26832,R-CC,NO,0.0,False,,,
41,22,RSNA_26832,L-MLO,NO,0.0,False,,,
41,22,RSNA_26832,R-MLO,NO,0.0,False,,,
41,23,RSNA_26837,L-CC,NO,0.0,False,,,
41,23,RSNA_26837,R-CC,NO,0.0,False,,,
41,23,RSNA_26837,L-MLO,NO,0.0,False,,,
41,23,RSNA_26837,R-MLO,NO,0.0,False,,,
41,24,RSNA_26848,L-CC,NO,0.0,False,,,
41,24,RSNA_26848,R-CC,NO,0.0,False,,,
41,24,RSNA_26848,L-MLO,NO,0.0,False,,,
41,24,RSNA_26848,R-MLO,NO,0.0,False,,,
42,0,RSNA_26869,L-CC,NO,1629.0,True,YES,0.0,False
42,0,RSNA_26869,R-CC,NO,1850.0,True,YES,0.0,False
42,0,RSNA_26869,L-MLO,NO,1620.0,True,YES,0.0,False
42,0,RSNA_26869,R-MLO,NO,1946.0,True,YES,0.0,False
42,1,RSNA_26872,L-CC,NO,1095.0,True,YES,0.0,False
42,1,RSNA_26872,R-CC,NO,1040.0,True,YES,0.0,False
42,1,RSNA_26872,L-MLO,NO,976.0,True,YES,0.0,False
42,1,RSNA_26872,R-MLO,NO,1032.0,True,YES,0.0,False
42,2,RSNA_26876,L-CC,NO,1422.0,True,YES,0.0,False
42,2,RSNA_26876,R-CC,NO,1461.0,True,YES,0.0,False
42,2,RSNA_26876,L-MLO,NO,1291.0,True,YES,0.0,False
42,2,RSNA_26876,R-MLO,NO,1293.0,True,YES,0.0,False
42,3,RSNA_26924,L-CC,NO,0.0,False,,,
42,3,RSNA_26924,R-CC,NO,0.0,False,,,
42,3,RSNA_26924,L-MLO,NO,0.0,False,,,
42,3,RSNA_26924,R-MLO,NO,0.0,False,,,
42,4,RSNA_26930,L-CC,NO,0.0,False,,,
42,4,RSNA_26930,R-CC,NO,0.0,False,,,
42,4,RSNA_26930,L-MLO,NO,0.0,False,,,
42,4,RSNA_26930,R-MLO,NO,0.0,False,,,
42,5,RSNA_26954,L-CC,NO,0.0,False,,,
42,5,RSNA_26954,R-CC,NO,0.0,False,,,
42,5,RSNA_26954,L-MLO,NO,0.0,False,,,
42,5,RSNA_26954,R-MLO,NO,0.0,False,,,
42,6,RSNA_26963,L-CC,NO,0.0,False,,,
42,6,RSNA_26963,R-CC,NO,0.0,False,,,
42,6,RSNA_26963,L-MLO,NO,0.0,False,,,
42,6,RSNA_26963,R-MLO,NO,0.0,False,,,
42,7,RSNA_26974,L-CC,NO,0.0,False,,,
42,7,RSNA_26974,R-CC,NO,0.0,False,,,
42,7,RSNA_26974,L-MLO,NO,0.0,False,,,
42,7,RSNA_26974,R-MLO,NO,0.0,False,,,
42,8,RSNA_27009,L-CC,NO,0.0,False,,,
42,8,RSNA_27009,R-CC,NO,0.0,False,,,
42,8,RSNA_27009,L-MLO,NO,0.0,False,,,
42,8,RSNA_27009,R-MLO,NO,0.0,False,,,
42,9,RSNA_2701,L-CC,NO,0.0,False,,,
42,9,RSNA_2701,R-CC,NO,0.0,False,,,
42,9,RSNA_2701,L-MLO,NO,0.0,False,,,
42,9,RSNA_2701,R-MLO,NO,0.0,False,,,
42,10,RSNA_27064,L-CC,NO,0.0,False,,,
42,10,RSNA_27064,R-CC,NO,0.0,False,,,
42,10,RSNA_27064,L-MLO,NO,0.0,False,,,
42,10,RSNA_27064,R-MLO,NO,0.0,False,,,
42,11,RSNA_2708,L-CC,NO,0.0,False,,,
42,11,RSNA_2708,R-CC,NO,0.0,False,,,
42,11,RSNA_2708,L-MLO,NO,0.0,False,,,
42,11,RSNA_2708,R-MLO,NO,0.0,False,,,
42,12,RSNA_27083,L-CC,NO,0.0,False,,,
42,12,RSNA_27083,R-CC,NO,0.0,False,,,
42,12,RSNA_27083,L-MLO,NO,0.0,False,,,
42,12,RSNA_27083,R-MLO,NO,0.0,False,,,
42,13,RSNA_27097,L-CC,NO,0.0,False,,,
42,13,RSNA_27097,R-CC,NO,0.0,False,,,
42,13,RSNA_27097,L-MLO,NO,0.0,False,,,
42,13,RSNA_27097,R-MLO,NO,0.0,False,,,
42,14,RSNA_27099,L-CC,NO,0.0,False,,,
42,14,RSNA_27099,R-CC,NO,0.0,False,,,
42,14,RSNA_27099,L-MLO,NO,0.0,False,,,
42,14,RSNA_27099,R-MLO,NO,0.0,False,,,
42,15,RSNA_27102,L-CC,NO,0.0,False,,,
42,15,RSNA_27102,R-CC,NO,0.0,False,,,
42,15,RSNA_27102,L-MLO,NO,0.0,False,,,
42,15,RSNA_27102,R-MLO,NO,0.0,False,,,
42,16,RSNA_27125,L-CC,NO,0.0,False,,,
42,16,RSNA_27125,R-CC,NO,0.0,False,,,
42,16,RSNA_27125,L-MLO,NO,0.0,False,,,
42,16,RSNA_27125,R-MLO,NO,0.0,False,,,
42,17,RSNA_27134,L-CC,NO,0.0,False,,,
42,17,RSNA_27134,R-CC,NO,0.0,False,,,
42,17,RSNA_27134,L-MLO,NO,0.0,False,,,
42,17,RSNA_27134,R-MLO,NO,0.0,False,,,
42,18,RSNA_27164,L-CC,NO,1379.0,True,YES,0.0,False
42,18,RSNA_27164,R-CC,NO,1393.0,True,YES,0.0,False
42,18,RSNA_27164,L-MLO,NO,1366.0,True,YES,0.0,False
42,18,RSNA_27164,R-MLO,NO,1341.0,True,YES,0.0,False
42,19,RSNA_27188,L-CC,NO,0.0,False,,,
42,19,RSNA_27188,R-CC,NO,0.0,False,,,
42,19,RSNA_27188,L-MLO,NO,0.0,False,,,
42,19,RSNA_27188,R-MLO,NO,0.0,False,,,
42,20,RSNA_272,L-CC,NO,0.0,False,,,
42,20,RSNA_272,R-CC,NO,0.0,False,,,
42,20,RSNA_272,L-MLO,NO,0.0,False,,,
42,20,RSNA_272,R-MLO,NO,0.0,False,,,
42,21,RSNA_2721,L-CC,NO,0.0,False,,,
42,21,RSNA_2721,R-CC,NO,0.0,False,,,
42,21,RSNA_2721,L-MLO,NO,0.0,False,,,
42,21,RSNA_2721,R-MLO,NO,0.0,False,,,
42,22,RSNA_27221,L-CC,NO,0.0,False,,,
42,22,RSNA_27221,R-CC,NO,0.0,False,,,
42,22,RSNA_27221,L-MLO,NO,0.0,False,,,
42,22,RSNA_27221,R-MLO,NO,0.0,False,,,
42,23,RSNA_27243,L-CC,NO,0.0,False,,,
42,23,RSNA_27243,R-CC,NO,0.0,False,,,
42,23,RSNA_27243,L-MLO,NO,0.0,False,,,
42,23,RSNA_27243,R-MLO,NO,0.0,False,,,
42,24,RSNA_27259,L-CC,NO,1336.0,True,YES,0.0,False
42,24,RSNA_27259,R-CC,NO,1288.0,True,YES,0.0,False
42,24,RSNA_27259,L-MLO,NO,1189.0,True,YES,0.0,False
42,24,RSNA_27259,R-MLO,NO,1253.0,True,YES,0.0,False
43,0,RSNA_27275,L-CC,NO,1357.0,True,YES,0.0,False
43,0,RSNA_27275,R-CC,NO,1271.0,True,YES,0.0,False
43,0,RSNA_27275,L-MLO,NO,1213.0,True,YES,0.0,False
43,0,RSNA_27275,R-MLO,NO,1230.0,True,YES,0.0,False
43,1,RSNA_27344,L-CC,NO,1019.0,True,YES,0.0,False
43,1,RSNA_27344,R-CC,NO,1018.0,True,YES,0.0,False
43,1,RSNA_27344,L-MLO,NO,933.0,True,YES,0.0,False
43,1,RSNA_27344,R-MLO,NO,944.0,True,YES,0.0,False
43,2,RSNA_27346,L-CC,NO,0.0,False,,,
43,2,RSNA_27346,R-CC,NO,0.0,False,,,
43,2,RSNA_27346,L-MLO,NO,0.0,False,,,
43,2,RSNA_27346,R-MLO,NO,0.0,False,,,
43,3,RSNA_27366,L-CC,NO,0.0,False,,,
43,3,RSNA_27366,R-CC,NO,0.0,False,,,
43,3,RSNA_27366,L-MLO,NO,0.0,False,,,
43,3,RSNA_27366,R-MLO,NO,0.0,False,,,
43,4,RSNA_27372,L-CC,NO,0.0,False,,,
43,4,RSNA_27372,R-CC,NO,0.0,False,,,
43,4,RSNA_27372,L-MLO,NO,0.0,False,,,
43,4,RSNA_27372,R-MLO,NO,0.0,False,,,
43,5,RSNA_27388,L-CC,NO,0.0,False,,,
43,5,RSNA_27388,R-CC,NO,0.0,False,,,
43,5,RSNA_27388,L-MLO,NO,0.0,False,,,
43,5,RSNA_27388,R-MLO,NO,0.0,False,,,
43,6,RSNA_27398,L-CC,NO,1786.0,True,YES,0.0,False
43,6,RSNA_27398,R-CC,NO,1822.0,True,YES,0.0,False
43,6,RSNA_27398,L-MLO,NO,1658.0,True,YES,0.0,False
43,6,RSNA_27398,R-MLO,NO,1689.0,True,YES,0.0,False
43,7,RSNA_2741,L-CC,NO,0.0,False,,,
43,7,RSNA_2741,R-CC,NO,0.0,False,,,
43,7,RSNA_2741,L-MLO,NO,0.0,False,,,
43,7,RSNA_2741,R-MLO,NO,0.0,False,,,
43,8,RSNA_27421,L-CC,NO,0.0,False,,,
43,8,RSNA_27421,R-CC,NO,0.0,False,,,
43,8,RSNA_27421,L-MLO,NO,0.0,False,,,
43,8,RSNA_27421,R-MLO,NO,0.0,False,,,
43,9,RSNA_27429,L-CC,NO,0.0,False,,,
43,9,RSNA_27429,R-CC,NO,0.0,False,,,
43,9,RSNA_27429,L-MLO,NO,0.0,False,,,
43,9,RSNA_27429,R-MLO,NO,0.0,False,,,
43,10,RSNA_27430,L-CC,NO,0.0,False,,,
43,10,RSNA_27430,R-CC,NO,0.0,False,,,
43,10,RSNA_27430,L-MLO,NO,0.0,False,,,
43,10,RSNA_27430,R-MLO,NO,0.0,False,,,
43,11,RSNA_27447,L-CC,NO,0.0,False,,,
43,11,RSNA_27447,R-CC,NO,0.0,False,,,
43,11,RSNA_27447,L-MLO,NO,0.0,False,,,
43,11,RSNA_27447,R-MLO,NO,0.0,False,,,
43,12,RSNA_27451,L-CC,NO,0.0,False,,,
43,12,RSNA_27451,R-CC,NO,0.0,False,,,
43,12,RSNA_27451,L-MLO,NO,0.0,False,,,
43,12,RSNA_27451,R-MLO,NO,0.0,False,,,
43,13,RSNA_27467,L-CC,NO,0.0,False,,,
43,13,RSNA_27467,R-CC,NO,0.0,False,,,
43,13,RSNA_27467,L-MLO,NO,0.0,False,,,
43,13,RSNA_27467,R-MLO,NO,0.0,False,,,
43,14,RSNA_27484,L-CC,NO,0.0,False,,,
43,14,RSNA_27484,R-CC,NO,0.0,False,,,
43,14,RSNA_27484,L-MLO,NO,0.0,False,,,
43,14,RSNA_27484,R-MLO,NO,0.0,False,,,
43,15,RSNA_27502,L-CC,NO,0.0,False,,,
43,15,RSNA_27502,R-CC,NO,0.0,False,,,
43,15,RSNA_27502,L-MLO,NO,0.0,False,,,
43,15,RSNA_27502,R-MLO,NO,0.0,False,,,
43,16,RSNA_27514,L-CC,NO,0.0,False,,,
43,16,RSNA_27514,R-CC,NO,0.0,False,,,
43,16,RSNA_27514,L-MLO,NO,0.0,False,,,
43,16,RSNA_27514,R-MLO,NO,0.0,False,,,
43,17,RSNA_27555,L-CC,NO,0.0,False,,,
43,17,RSNA_27555,R-CC,NO,0.0,False,,,
43,17,RSNA_27555,L-MLO,NO,0.0,False,,,
43,17,RSNA_27555,R-MLO,NO,0.0,False,,,
43,18,RSNA_2757,L-CC,NO,0.0,False,,,
43,18,RSNA_2757,R-CC,NO,0.0,False,,,
43,18,RSNA_2757,L-MLO,NO,0.0,False,,,
43,18,RSNA_2757,R-MLO,NO,0.0,False,,,
43,19,RSNA_27620,L-CC,NO,0.0,False,,,
43,19,RSNA_27620,R-CC,NO,0.0,False,,,
43,19,RSNA_27620,L-MLO,NO,0.0,False,,,
43,19,RSNA_27620,R-MLO,NO,0.0,False,,,
43,20,RSNA_27630,L-CC,NO,0.0,False,,,
43,20,RSNA_27630,R-CC,NO,0.0,False,,,
43,20,RSNA_27630,L-MLO,NO,0.0,False,,,
43,20,RSNA_27630,R-MLO,NO,0.0,False,,,
43,21,RSNA_27636,L-CC,NO,0.0,False,,,
43,21,RSNA_27636,R-CC,NO,0.0,False,,,
43,21,RSNA_27636,L-MLO,NO,0.0,False,,,
43,21,RSNA_27636,R-MLO,NO,0.0,False,,,
43,22,RSNA_27638,L-CC,NO,0.0,False,,,
43,22,RSNA_27638,R-CC,NO,0.0,False,,,
43,22,RSNA_27638,L-MLO,NO,0.0,False,,,
43,22,RSNA_27638,R-MLO,NO,0.0,False,,,
43,23,RSNA_27654,L-CC,NO,0.0,False,,,
